sequence,ate_mean,ate_median,ate_rmse,rpe_t_mean,rpe_t_median,rpe_t_rmse,rpe_r_mean,rpe_r_median,rpe_r_rmse
00,7.120788278185254,7.062205751597261,8.481695120314972,1.6037912370817644,1.5939776878704592,1.6045413838926619,0.007369420714531422,0.0073890844448558654,0.007409722547233435
